AD_Org_ID[Name],Value,Name,Description,ZZNqfLevel,ZZCredits,Registrationstartdate,Registrationenddate,ZZLastEnrolmentDate,ZZLastAchievementDate,ZZQualityAssuranceBody,ZZQualificationType,ZZNewRegistrationStartDate,ZZNewRegistrationEndDate,ZZNewLastEnrolmentDate,ZZNewLastAchievementDate,ZZLkpOfoOccupation_ID[Description],ZZMinimumElectiveCredits,IsActive,_ERROR_
*,79826,National Certificate: Occupational Hygiene and Safety: Mining and Minerals,,,144,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78543,Natinal Certificate: Automotive Repair and Maintenance: Mining and Minerals,,,125,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,96532,National Certificate: Measurement,,,160,2011-06-15 00:00:00.000,2012-06-16 00:00:00.000,2012-06-17 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78883,Further Education and Training Certificate: Autotronics,,,134,2010-07-28 00:00:00.000,2013-07-28 00:00:00.000,2014-07-28 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,99999,National Certificate: Test,,,120,2012-01-24 00:00:00.000,2012-06-25 00:00:00.000,2012-06-26 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,100002,KKKK,,,120,2012-04-20 00:00:00.000,2015-04-20 00:00:00.000,2013-04-20 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78546,National Certificate: Automotive Repair and Maintenance: Mining and Minerals,,,144,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78904,Further Education and Training Certificate: Chemical Operations: Mining and Minerals,,,140,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78544,National Certificate: Automotive Repair and Maintenance: Mining and Minerals,,,135,2012-01-07 00:00:00.000,2015-06-30 00:00:00.000,2016-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,79827,Further Education and Training Certificate: Occupational Hygiene and Safety: Mining and Minerals,,,145,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,79829,National Diploma: Occupational Safety: Mining and Minerals,,,242,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,79828,National Certificate: Occupational Safety: Mining and Minerals,,,145,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,90655,National Certificate: Small Scale Mining,,,124,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,90656,National Certificate: Mine Ventilation,,,124,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,23254,National Certificate: Mechanical Engineering: Fitting and Machining,,,179,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,2016-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,23256,National Certificate: Mechanical Engineering: Fitting and Machining,,,179,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,2016-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,58269,National Certificate: Electro-Mechanics,,,166,2007-02-05 00:00:00.000,2010-02-05 00:00:00.000,2008-02-05 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,73309,National Certificate: Laboratory Practice: General,,,120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,73311,National Certificate: Laboratory Practice: Coal,,,120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,61305,Automotive electrician mining,,,120,2018-01-07 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,96276,Heavy Equipment Mechanic,,,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,96283,Goldsmith,,,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,96284,Diamond and gemstone setter,,,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,96349,Diamond Cutter,,,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,97388,Earth Moving Mechanic,,,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,202326,Test Qualification,,,120,2023-01-26 00:00:00.000,2027-01-26 00:00:00.000,2029-01-25 00:00:00.000,2032-01-24 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,18,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,61755,General education and training certificate: Business practice,,,121,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,121,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,23833,Business Administration,,,130,2018-07-01 00:00:00.000,2023-06-01 00:00:00.000,2024-06-30 00:00:00.000,2027-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,130,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,50080,generic management,,,150,2018-07-01 00:00:00.000,2023-06-06 00:00:00.000,2024-06-30 00:00:00.000,2027-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,150,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,83946,Management,,,120,2021-07-07 00:00:00.000,2023-07-30 00:00:00.000,2027-07-06 00:00:00.000,2030-07-05 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,120,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,67464,Marketing,,,141,2021-07-07 00:00:00.000,2023-07-30 00:00:00.000,2027-07-06 00:00:00.000,2030-07-05 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,141,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,67465,Business Administration,,,130,2021-07-07 00:00:00.000,2026-07-30 00:00:00.000,2027-07-06 00:00:00.000,2030-07-05 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,130,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,58375,NC: Bookkeeping,,,120,2024-04-01 00:00:00.000,2025-05-01 00:00:00.000,2030-03-31 00:00:00.000,2033-03-30 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,120,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,58376,FETC: Bookkeepinh,,,130,2024-04-01 00:00:00.000,2025-04-01 00:00:00.000,2030-03-31 00:00:00.000,2033-03-30 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,130,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,61595,FETC: Business Administration,,,140,2024-04-01 00:00:00.000,2026-06-30 00:00:00.000,2030-03-31 00:00:00.000,2033-03-30 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,140,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,59201,generic management,,,162,2024-04-01 00:00:00.000,2025-03-31 00:00:00.000,2030-03-31 00:00:00.000,2033-03-30 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,162,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,58395,Project Management,,,143,2024-04-01 00:00:00.000,2025-04-01 00:00:00.000,2030-03-31 00:00:00.000,2033-03-30 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,140,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,123456,Test Qualification,,,120,2024-04-08 00:00:00.000,2026-04-08 00:00:00.000,2030-04-07 00:00:00.000,2033-04-06 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,6,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,57712,FETC:Generic Management:General Management,,,150,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,150,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,49691,Human Resource Management and Support,,,140,2024-06-19 00:00:00.000,2025-06-19 00:00:00.000,2030-06-18 00:00:00.000,2033-06-17 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,140,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,48979,National Certificate  in Animal Production,,,140,2024-06-18 00:00:00.000,2025-06-30 00:00:00.000,2030-06-17 00:00:00.000,2033-06-16 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,140,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,74149,Procurement in the Supply Chain,,,154,2024-06-18 00:00:00.000,2025-06-30 00:00:00.000,2030-06-17 00:00:00.000,2033-06-16 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,154,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,83986,: National Certificate: Management: Stores and Warehousing,,,120,2024-06-18 00:00:00.000,2025-07-30 00:00:00.000,2030-06-17 00:00:00.000,2033-06-16 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,120,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,66749,National Certicate :Community Development,,,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,120,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,58761,Further Education and Training Certificate :Early Childhood Development,,,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2025-06-30 00:00:00.000,2028-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,120,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,61591,National Certificate:Information Technology : End User Computing,,,120,2024-06-28 00:00:00.000,2025-06-27 00:00:00.000,2030-06-27 00:00:00.000,2033-06-26 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,120,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,67229,Payroll Administration,,,120,2024-07-01 00:00:00.000,2025-06-30 00:00:00.000,2030-06-30 00:00:00.000,2033-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,120,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,66249,FETC: New Venture Creation,,,149,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,11,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,48806,National Certificate: Craft Production,,,141,2024-07-01 00:00:00.000,2025-05-30 00:00:00.000,2030-06-30 00:00:00.000,2033-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,141,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,71490,Contact Centre Support,,,128,2024-03-01 00:00:00.000,2030-04-01 00:00:00.000,2030-02-28 00:00:00.000,2033-02-27 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,128,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,101874,Occupational Certificate Maintenance Planner,,,261,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,261,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,97542,Occupation Certificate: Early Childhood Development Practitioner,,,131,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,131,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,99714,"Occupational Certificate: Safety, Health and quality Practitioner",,,256,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,256,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,49129,inteactive Media,,,130,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,130,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,101321,Occupational Certificate,,,190,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,190,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,118788,Occupational Certificate: Design Thinking Innovation Lead,,,160,2018-07-01 00:00:00.000,2025-12-31 00:00:00.000,2026-12-31 00:00:00.000,2029-12-30 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,160,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,48573,National Certificate: Information Technology: Systems Support,,,147,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,147,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,50331,"National Certificate: Occupationally Directed Education, Training and Development Practices",,,145,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,145,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,49121,National Certificate: Interactive Media,,,130,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,130,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,20287,National Certificate: Farming,,,120,2018-07-30 00:00:00.000,2023-06-30 00:00:00.000,2026-07-29 00:00:00.000,2029-07-28 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,120,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,48967,National Certificate: Business Advising Operations,,,138,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2025-06-30 00:00:00.000,2028-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,138,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,23118,National Diploma: Early Childhood Development,,,240,2018-07-01 00:00:00.000,2020-07-30 00:00:00.000,2025-06-30 00:00:00.000,2028-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,240,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,49580,General Education and Training Certificate: Poultry Production,,,134,2018-07-30 00:00:00.000,2023-06-30 00:00:00.000,2025-07-29 00:00:00.000,2028-07-28 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,134,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,48977,National Certificate: Mixed Farming Systems,,,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2025-06-30 00:00:00.000,2028-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,120,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,101869,Occupational Certificate: Project Manager,,,240,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2025-12-30 00:00:00.000,2028-12-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,240,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,78964,Further Education and Training Certificate: Information Technology: Technical Support,,,163,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,163,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,93997,National Certificate: Contact Centre and Business Process Outsourcing Support,,,124,2021-07-01 00:00:00.000,2025-07-30 00:00:00.000,2027-06-30 00:00:00.000,2030-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,124,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,74630,Further Education and Training Certificate: Generic Management,,,150,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,150,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,66789,National Certificate: Environmental Management,,,138,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,138,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,20175,National Certificate: Hygiene and Cleaning Supervision,,,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,120,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,119262,Occupational certificate: Internet-of-Things Developer,,,141,2022-06-21 00:00:00.000,2025-12-31 00:00:00.000,2028-06-20 00:00:00.000,2031-06-19 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,141,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,202503,QAQual,,,120,2025-01-01 00:00:00.000,2028-12-31 00:00:00.000,2030-12-31 00:00:00.000,2033-12-30 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,20,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,118699,Occupational Certificate: Cloud Administrator,,,149,2022-02-03 00:00:00.000,2025-12-31 00:00:00.000,2028-02-02 00:00:00.000,2031-02-01 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,149,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,118708,Occupational Certificate: Data Science Practitioner,,,185,2022-02-02 00:00:00.000,2025-12-31 00:00:00.000,2028-02-01 00:00:00.000,2031-01-31 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,185,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,121296,Advanced Occupational Certificate: Extended Reality Developer,,,218,2023-11-14 00:00:00.000,2028-11-14 00:00:00.000,2029-11-13 00:00:00.000,2032-11-12 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,218,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,118986,Occupational Certificate: Cybersecurity Analyst,,,173,2022-04-22 00:00:00.000,2025-12-31 00:00:00.000,2028-04-21 00:00:00.000,2031-04-20 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,173,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,101408,Occupational Certificate: Computer Technician,,,282,2018-07-31 00:00:00.000,2025-12-31 00:00:00.000,2024-07-30 00:00:00.000,2027-07-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,282,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,36233,National Certificate: Specialist Hygiene and Cleaning Services,,,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,120,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
*,118792,Occupational Certificate: Artificial Intelligence Software Developer,,,209,2022-02-02 00:00:00.000,2026-12-31 00:00:00.000,2028-02-01 00:00:00.000,2031-01-31 00:00:00.000,,,NULL,NULL,NULL,NULL,NULL,209,Y,"ZZNewRegistrationStartDate: 'NULL' could not be parsed as a Date"
